texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack: I'm 10 min late.. Jack: sorry Laura: no worries, I'll wait inside Jack: ok.;1;5;3;3;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack is 10 minutes late .;4;5;4;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late.;4;5;4;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late. Laura will wait inside.;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late. Laura will wait inside.;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Laura will wait inside for Jack .;4;5;3;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late. Laura will wait for him inside the shop.;5;3;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late. Laura will wait inside.;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late. Laura will wait inside.;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack will be 10 minutes late . Laura will wait inside .;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Laura will wait inside for Jack, who is 10 minutes late.;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack is 10 minutes late. Laura will wait inside.;5;5;5;5;Any comments?
"<br><br> Caroline: I think his mother doesn't like me...;-( :-(  <br><br> Kate: how come?? <br><br> Caroline: I just see it in her eyes... <br><br> Kate: any example? <br><br> Caroline: I just feel it...  <br><br> Caroline: hard to give any example. <br><br> Caroline: I'm his first gf and she's jelous... <br><br> Kate: what??? u r his first gf?? <br><br> Kate: how old is he??? o_O ??? <br><br> Caroline: 26 but he's a nerd. <br><br> Caroline: he used to spend all the time at home.. <br><br> Kate: so he lives at home with mummy?? LOL <br><br> Caroline: yeah.. mummy and gramma <br><br> Kate: fuck, really?? <br><br> Kate: and u think he's normal? <br><br> Caroline: he's an introvert... <br><br> Caroline: it's a big house.. <br><br> Kate: but has he ever lived somewhere else? <br><br> Kate: u know shared flat, erasmus? <br><br> Caroline: nope... <br><br> Kate: he's really weird.. <br><br> Caroline: he's just a nerd, but v.intelligent! <br><br> Caroline: w8 , he's writing sth, will text u l8er. <br><br> Kate: ok <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> kate believes her boyfriend's mother dislikes her . he is a nerd who lives and has always lived with his mother and grandmother .";5;5;5;5;Any comments?
"<br><br> Caroline: I think his mother doesn't like me...;-( :-(  <br><br> Kate: how come?? <br><br> Caroline: I just see it in her eyes... <br><br> Kate: any example? <br><br> Caroline: I just feel it...  <br><br> Caroline: hard to give any example. <br><br> Caroline: I'm his first gf and she's jelous... <br><br> Kate: what??? u r his first gf?? <br><br> Kate: how old is he??? o_O ??? <br><br> Caroline: 26 but he's a nerd. <br><br> Caroline: he used to spend all the time at home.. <br><br> Kate: so he lives at home with mummy?? LOL <br><br> Caroline: yeah.. mummy and gramma <br><br> Kate: fuck, really?? <br><br> Kate: and u think he's normal? <br><br> Caroline: he's an introvert... <br><br> Caroline: it's a big house.. <br><br> Kate: but has he ever lived somewhere else? <br><br> Kate: u know shared flat, erasmus? <br><br> Caroline: nope... <br><br> Kate: he's really weird.. <br><br> Caroline: he's just a nerd, but v.intelligent! <br><br> Caroline: w8 , he's writing sth, will text u l8er. <br><br> Kate: ok <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Caroline: he used to spend all the time at home.. Kate: so he lives at home with mummy?? Caroline: he's an introvert... Caroline: it's a big house.. Kate: but has he ever lived somewhere else? Caroline: nope... Kate: he's really weird.. Caroline: he's just a nerd, but v.intelligent!";1;5;2;3;Any comments?
"<br><br> Caroline: I think his mother doesn't like me...;-( :-(  <br><br> Kate: how come?? <br><br> Caroline: I just see it in her eyes... <br><br> Kate: any example? <br><br> Caroline: I just feel it...  <br><br> Caroline: hard to give any example. <br><br> Caroline: I'm his first gf and she's jelous... <br><br> Kate: what??? u r his first gf?? <br><br> Kate: how old is he??? o_O ??? <br><br> Caroline: 26 but he's a nerd. <br><br> Caroline: he used to spend all the time at home.. <br><br> Kate: so he lives at home with mummy?? LOL <br><br> Caroline: yeah.. mummy and gramma <br><br> Kate: fuck, really?? <br><br> Kate: and u think he's normal? <br><br> Caroline: he's an introvert... <br><br> Caroline: it's a big house.. <br><br> Kate: but has he ever lived somewhere else? <br><br> Kate: u know shared flat, erasmus? <br><br> Caroline: nope... <br><br> Kate: he's really weird.. <br><br> Caroline: he's just a nerd, but v.intelligent! <br><br> Caroline: w8 , he's writing sth, will text u l8er. <br><br> Kate: ok <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Caroline: I think his mother doesn't like me...;-( :-(  Kate: how come?? Caroline: I just see it in her eyes... Kate: any example? Caroline: I just feel it...  Caroline: hard to give any example.";1;5;2;3;Any comments?
"<br><br> Caroline: I think his mother doesn't like me...;-( :-(  <br><br> Kate: how come?? <br><br> Caroline: I just see it in her eyes... <br><br> Kate: any example? <br><br> Caroline: I just feel it...  <br><br> Caroline: hard to give any example. <br><br> Caroline: I'm his first gf and she's jelous... <br><br> Kate: what??? u r his first gf?? <br><br> Kate: how old is he??? o_O ??? <br><br> Caroline: 26 but he's a nerd. <br><br> Caroline: he used to spend all the time at home.. <br><br> Kate: so he lives at home with mummy?? LOL <br><br> Caroline: yeah.. mummy and gramma <br><br> Kate: fuck, really?? <br><br> Kate: and u think he's normal? <br><br> Caroline: he's an introvert... <br><br> Caroline: it's a big house.. <br><br> Kate: but has he ever lived somewhere else? <br><br> Kate: u know shared flat, erasmus? <br><br> Caroline: nope... <br><br> Kate: he's really weird.. <br><br> Caroline: he's just a nerd, but v.intelligent! <br><br> Caroline: w8 , he's writing sth, will text u l8er. <br><br> Kate: ok <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Caroline has just see it in her eyes . Caroline has a first house and is a big house .";2;2;1;3;Any comments?
"<br><br> Caroline: I think his mother doesn't like me...;-( :-(  <br><br> Kate: how come?? <br><br> Caroline: I just see it in her eyes... <br><br> Kate: any example? <br><br> Caroline: I just feel it...  <br><br> Caroline: hard to give any example. <br><br> Caroline: I'm his first gf and she's jelous... <br><br> Kate: what??? u r his first gf?? <br><br> Kate: how old is he??? o_O ??? <br><br> Caroline: 26 but he's a nerd. <br><br> Caroline: he used to spend all the time at home.. <br><br> Kate: so he lives at home with mummy?? LOL <br><br> Caroline: yeah.. mummy and gramma <br><br> Kate: fuck, really?? <br><br> Kate: and u think he's normal? <br><br> Caroline: he's an introvert... <br><br> Caroline: it's a big house.. <br><br> Kate: but has he ever lived somewhere else? <br><br> Kate: u know shared flat, erasmus? <br><br> Caroline: nope... <br><br> Kate: he's really weird.. <br><br> Caroline: he's just a nerd, but v.intelligent! <br><br> Caroline: w8 , he's writing sth, will text u l8er. <br><br> Kate: ok <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Caroline doesn't like Kate's mother's flat. Kate is at her place. Caroline thinks he is a new place to visit him. Caroline is worried about her house.";1;1;1;4;Any comments?
